청주 지역공급량(Gcal),datetime,기온(°C),풍향(16방위),풍속(m/s),강수량(mm),상대습도(%),일사(MJ/m2),체감온도(°C)
32,2019-04-18 14:00,19.8,290,3,0,38.9924,0.8,20.2757
31,2019-04-18 15:00,19,270,1.5,0,44.6264,0.42,19.9037
31,2019-04-18 16:00,20.7,230,3.4,0,41.7987,1.47,21.2637
32,2019-04-18 17:00,20.6,250,3.5,0,42.0572,1.41,21.1201
38,2019-04-18 18:00,19.6,230,2.6,0,45.621,0.7,20.1546
55,2019-04-18 19:00,18.7,290,1.9,0,50.5751,0.17,19.3618
65,2019-04-18 20:00,16.2,270,1.2,0,66.8377,0,16.9367
74,2019-04-18 21:00,15.8,270,1.9,0,67.4531,0,15.9954
75,2019-04-18 22:00,15.1,320,0.9,0,72.3011,0,16.0079
69,2019-04-18 23:00,14.6,270,1.3,0,75.8739,0,15.0496
60,2019-04-19 0:00,14,270,1.4,0,79.5047,0,14.2833
47,2019-04-19 1:00,13.8,270,0.9,0,80.5444,0,14.5778
39,2019-04-19 2:00,13.6,340,1.6,0,82.8841,0,13.6621
38,2019-04-19 3:00,13.3,50,0.5,0,85.8307,0,14.6882
34,2019-04-19 4:00,13.6,70,0.8,0,83.5266,0,14.4925
35,2019-04-19 5:00,13.3,20,1,0,81.2443,0,13.9027
36,2019-04-19 6:00,13.1,20,0.6,0,82.3122,0,14.276
53,2019-04-19 7:00,12.8,50,1.2,0,83.9437,0.01,13.1198
79,2019-04-19 8:00,13.3,20,0.8,0,81.2443,0.17,14.1651
53,2019-04-19 9:00,14.1,50,1.6,0,78.9909,0.58,14.2352
42,2019-04-19 10:00,15.1,110,1.9,0,71.718,0.38,15.1828
41,2019-04-19 11:00,16,160,2.3,0,62.7432,0.91,16.0153
34,2019-04-19 12:00,16.2,160,2.5,0,58.6867,1.64,16.1577
33,2019-04-19 13:00,16.9,160,3.2,0,54.5713,2.13,16.7198
36,2019-04-19 14:00,16.5,140,2.6,0,53.8437,1.64,16.47
34,2019-04-19 15:00,16.3,90,2.9,0,53.4543,1.07,16.1086
33,2019-04-19 16:00,16.6,140,3,0,51.3834,1.52,16.4302
32,2019-04-19 17:00,16.6,110,2.7,0,49.7942,0.96,16.5474
44,2019-04-19 18:00,15.7,110,3,0,51.6158,0.45,15.3487
59,2019-04-19 19:00,14.3,160,2.7,0,56.485,0.18,13.8057
63,2019-04-19 20:00,13.1,140,2.6,0,57.7513,0,12.4288
71,2019-04-19 21:00,12.5,140,2,0,58.6854,0,12.0927
71,2019-04-19 22:00,12.1,160,1.6,0,60.2495,0,11.9428
70,2019-04-19 23:00,12.3,140,1.3,0,59.4618,0,12.4528
62,2019-04-20 0:00,12.3,180,0.5,0,60.8609,0,13.6311
48,2019-04-20 1:00,12.3,180,1.1,0,62.9595,0,12.672
47,2019-04-20 2:00,12.1,180,1.3,0,63.7936,0,12.227
43,2019-04-20 3:00,12.1,180,1,0,63.7936,0,12.5728
39,2019-04-20 4:00,12.1,140,0.5,0,65.2112,0,13.4197
37,2019-04-20 5:00,11.8,0,0.4,0,66.5139,0,13.3604
40,2019-04-20 6:00,11.5,340,0.8,0,68.5831,0,12.2011
47,2019-04-20 7:00,11.7,360,0.5,0,68.4099,0.11,12.9969
51,2019-04-20 8:00,12.8,50,0.7,0,63.6348,0.58,13.7772
60,2019-04-20 9:00,14.3,140,1,0,60.7828,1.32,15.0108
55,2019-04-20 10:00,16.2,230,1.3,0,56.5131,1.99,16.8561
50,2019-04-20 11:00,18,180,2,0,52.8464,2.57,18.5017
42,2019-04-20 12:00,19.2,250,2.8,0,49.02,3.25,19.6151
39,2019-04-20 13:00,21,200,2.1,0,43.8498,3.31,21.9648
37,2019-04-20 14:00,21.9,250,2.8,0,40.7349,3.16,22.8425
35,2019-04-20 15:00,22.6,290,2.4,0,38.6693,2.82,23.7642
31,2019-04-20 16:00,23,340,3,0,38.8103,2.04,24.1212
33,2019-04-20 17:00,22.2,340,2.7,0,42.9865,1.54,23.2227
37,2019-04-20 18:00,19.9,320,3.7,0,50.8073,0.71,20.2221
46,2019-04-20 19:00,18.6,320,3.1,0,54.6282,0.19,18.8029
54,2019-04-20 20:00,17.7,320,1.2,0,58.7953,0,18.6206
55,2019-04-20 21:00,17,320,1.7,0,64.0383,0,17.4994
58,2019-04-20 22:00,16.7,320,1.3,0,65.7961,0,17.4206
56,2019-04-20 23:00,16.3,250,1.2,0,68.5727,0,17.0489
51,2019-04-21 0:00,16.2,270,1.2,0,71.7282,0,16.9367
41,2019-04-21 1:00,16,230,0.5,0,72.65,0,17.5424
37,2019-04-21 2:00,16.1,340,0.7,0,73.8282,0,17.3451
31,2019-04-21 3:00,15.8,290,0.9,0,74.7001,0,16.7779
31,2019-04-21 4:00,15.8,0,0.4,0,75.815,0,17.5277
31,2019-04-21 5:00,15.6,340,0.8,0,77.357,0,16.6747
32,2019-04-21 6:00,15.5,340,1.9,0,78.4229,0,15.6471
34,2019-04-21 7:00,15.3,340,1.1,0,79.4359,0.01,16.019
40,2019-04-21 8:00,15.8,340,0.8,0,78.6023,0.27,16.8929
49,2019-04-21 9:00,16.4,290,0.8,0,75.6482,0.59,17.5476
53,2019-04-21 10:00,17.1,270,1.4,0,72.871,0.88,17.8022
49,2019-04-21 11:00,18.2,270,1.2,0,66.5492,1.14,19.1819
43,2019-04-21 12:00,18.3,270,1.5,0,65.6568,1.36,19.1051
42,2019-04-21 13:00,19.2,270,0.9,0,64.7604,0.98,20.5181
38,2019-04-21 14:00,19.5,290,1.3,0,64.0032,0.94,20.582
38,2019-04-21 15:00,19.2,360,2,0,63.861,0.71,19.9001
37,2019-04-21 16:00,19.7,320,1.7,0,59.7249,1.06,20.608
39,2019-04-21 17:00,20.6,340,1.1,0,56.4886,1.41,21.932
41,2019-04-21 18:00,20.1,270,1.2,0,57.8362,0.87,21.3148
54,2019-04-21 19:00,19.5,320,1.1,0,60.472,0.26,20.7048
62,2019-04-21 20:00,18.6,340,0.9,0,60.698,0,19.858
69,2019-04-21 21:00,18,340,1.1,0,65.9368,0,19.0313
69,2019-04-21 22:00,17.2,340,0.8,0,66.8016,0,18.4205
60,2019-04-21 23:00,16.5,340,1.6,0,67.7044,0,16.9861
49,2019-04-22 0:00,16.2,320,1.1,0,64.6641,0,17.0231
41,2019-04-22 1:00,15.3,340,1,0,63.8941,0,16.119
34,2019-04-22 2:00,14.6,340,1.5,0,64.4326,0,14.8841
36,2019-04-22 3:00,13.6,340,1.2,0,70.0339,0,14.0179
31,2019-04-22 4:00,12.8,0,0.2,0,76.4971,0,15.1027
31,2019-04-22 5:00,12.8,0,0.1,0,73.7892,0,15.7297
35,2019-04-22 6:00,11.3,320,0.9,0,82.9485,0,11.8276
52,2019-04-22 7:00,12.1,360,1,0,82.2229,0.2,12.5728
78,2019-04-22 8:00,14.5,340,1.2,0,72.123,0.85,15.0283
55,2019-04-22 9:00,16.7,0,0.4,0,62.6378,1.63,18.4653
41,2019-04-22 10:00,19.6,50,0.8,0,55.7103,2.35,21.0392
27,2019-04-22 11:00,21.9,250,1.1,0,49.491,2.93,23.3824
26,2019-04-22 12:00,24.6,180,1.2,0,42.6825,3.31,26.3665
24,2019-04-22 13:00,26.3,70,2.3,0,36.8239,3.44,28.1443
28,2019-04-22 14:00,27.7,90,1.7,0,30.9531,3.34,29.8185
27,2019-04-22 15:00,29.2,200,2,0,24.9131,2.99,31.5528
29,2019-04-22 16:00,29.2,160,3,0,21.7065,2.32,31.5719
27,2019-04-22 17:00,29.3,160,2.1,0,25.7504,1.77,31.672
31,2019-04-22 18:00,28.5,140,1.9,0,25.9455,0.9,30.7379
40,2019-04-22 19:00,27.3,160,2.2,0,29.7583,0.26,29.3273
47,2019-04-22 20:00,24.5,320,1.3,0,38.7101,0.02,26.2272
52,2019-04-22 21:00,23.1,250,0.5,0,43.8846,0,25.0478
57,2019-04-22 22:00,22.1,250,1.2,0,50.771,0,23.56
50,2019-04-22 23:00,21.5,250,0.6,0,56.9592,0,23.2639
42,2019-04-23 0:00,21,250,0.6,0,58.7346,0,22.7289
32,2019-04-23 1:00,20.5,270,0.5,0,60.987,0,22.2993
25,2019-04-23 2:00,19.5,0,0,0,65.7689,0,25.2392
22,2019-04-23 3:00,19,160,1.3,0,61.9305,0,20.0174
23,2019-04-23 4:00,18.2,160,1,0,63.6766,0,19.3328
22,2019-04-23 5:00,17,360,0.7,0,68.6863,0,18.3182
25,2019-04-23 6:00,16.1,320,0.8,0,70.5469,0,17.2203
42,2019-04-23 7:00,16.8,0,0.3,0,67.4714,0.2,18.7941
64,2019-04-23 8:00,18.3,160,0.5,0,61.3748,0.61,19.9737
47,2019-04-23 9:00,19.4,70,0.5,0,59.9611,0.9,21.1365
34,2019-04-23 10:00,21.3,160,1,0,50.9479,1.54,22.7682
29,2019-04-23 11:00,23.2,180,2.5,0,43.6199,1.69,24.4529
27,2019-04-23 12:00,23.2,160,1.2,0,42.9163,1.42,24.7948
25,2019-04-23 13:00,23.6,180,2.5,0,42.5788,1.19,24.9269
24,2019-04-23 14:00,23.7,140,1.7,0,42.6642,1.04,25.2132
25,2019-04-23 15:00,23.3,200,1.5,0,43.7066,0.72,24.8092
25,2019-04-23 16:00,23.2,160,2,0,43.6199,0.34,24.5612
27,2019-04-23 17:00,22.6,160,1.9,0,47.0599,0.23,23.889
30,2019-04-23 18:00,21.8,180,3.3,0,50.9434,0.12,22.6179
49,2019-04-23 19:00,18.2,200,1.7,0.2,76.6034,0.02,18.881
56,2019-04-23 20:00,17.2,160,1.1,0.6,84.6494,0,18.1388
60,2019-04-23 21:00,17.2,140,2.7,0.5,79.0401,0,17.2626
67,2019-04-23 22:00,17,110,1.1,0.3,81.0808,0,17.9156
58,2019-04-23 23:00,16.4,0,0.2,0.6,87.988,0,18.6944
47,2019-04-24 0:00,15.8,50,0.8,1.6,90.8665,0,16.8929
38,2019-04-24 1:00,15.6,50,1.3,1.3,91.4732,0,16.1787
33,2019-04-24 2:00,15.3,50,1.9,1.7,92.6752,0,15.415
26,2019-04-24 3:00,15.3,50,1.9,7,94.4021,0,15.415
28,2019-04-24 4:00,15.2,20,1.1,4.2,94.4314,0,15.9074
27,2019-04-24 5:00,15.3,50,1.1,1.5,95.5533,0,16.019
28,2019-04-24 6:00,15.3,50,0.8,0.2,95.5533,0,16.3474
46,2019-04-24 7:00,15.4,50,2,0,94.3698,0.03,15.472
69,2019-04-24 8:00,15.8,50,1.5,0,93.6538,0.15,16.2531
50,2019-04-24 9:00,16.4,50,1.4,0.5,92.8166,0.34,17.0076
37,2019-04-24 10:00,17.2,20,1.3,0,89.7488,0.57,17.9852
33,2019-04-24 11:00,18.2,0,0.3,0,83.785,1.09,20.2261
28,2019-04-24 12:00,18.7,250,1,0,79.8066,0.88,19.8869
27,2019-04-24 13:00,19.8,250,1.2,0,73.6524,1.49,20.978
30,2019-04-24 14:00,20.8,250,1,0,70.8657,1.16,22.2141
29,2019-04-24 15:00,21.3,230,1.4,0,68.7204,2.13,22.5696
28,2019-04-24 16:00,21.8,270,1.9,0,67.7969,1.31,22.9603
25,2019-04-24 17:00,22.2,270,1.2,0,65.788,1.16,23.6722
35,2019-04-24 18:00,21.8,250,1.6,0,67.7969,0.87,23.0609
46,2019-04-24 19:00,21.1,250,1.4,0,71.5688,0.24,22.3426
53,2019-04-24 20:00,20.6,270,0.8,0,73.3939,0.01,22.1303
53,2019-04-24 21:00,19.8,270,0.7,0,71.4861,0,21.3455
58,2019-04-24 22:00,19.2,270,0.6,0,79.6014,0,20.8029
53,2019-04-24 23:00,18.7,270,1,0,81.6626,0,19.8869
42,2019-04-25 0:00,18.5,0,0.4,0,81.7523,0,20.3406
32,2019-04-25 1:00,18.2,160,1,0,86.6576,0,19.3328
28,2019-04-25 2:00,17.7,270,0.8,0,89.9223,0,18.966
26,2019-04-25 3:00,17,270,0.5,0,90.8931,0,18.5995
22,2019-04-25 4:00,16.6,200,0.9,0,92.702,0,17.6579
24,2019-04-25 5:00,17,0,0.1,0,89.8603,0,19.7541
27,2019-04-25 6:00,16.7,250,0.9,0,88.4299,0,17.7679
43,2019-04-25 7:00,16.9,50,0.7,0,85.7548,0.03,18.2101
66,2019-04-25 8:00,16.7,50,2.1,0,86.8508,0.11,16.9359
48,2019-04-25 9:00,18.1,140,3.7,0,69.8593,0.33,18.0234
37,2019-04-25 10:00,17.7,140,3.4,0,63.7361,0.46,17.6233
31,2019-04-25 11:00,18,140,2.2,0,58.6644,0.36,18.4125
33,2019-04-25 12:00,16.8,90,1,0,64.8563,0.47,17.7813
31,2019-04-25 13:00,16.1,110,1.3,0.3,77.6563,0.69,16.7432
32,2019-04-25 14:00,16,180,0.9,0,77.6034,0.6,16.9979
31,2019-04-25 15:00,15,0,0.3,0,86.8519,0.36,16.9528
28,2019-04-25 16:00,14.8,200,1.5,1.5,92.734,0.16,15.1123
34,2019-04-25 17:00,15.5,180,1.3,2.8,93.7665,0.11,16.0658
39,2019-04-25 18:00,15,230,1.4,0.1,88.0256,0.05,15.4184
51,2019-04-25 19:00,14.8,200,1.8,0,82.6284,0.01,14.899
60,2019-04-25 20:00,14.6,180,2.1,0,80.6913,0,14.4798
64,2019-04-25 21:00,14.1,230,1.6,0,87.6986,0,14.2352
66,2019-04-25 22:00,11.9,250,2.3,0,89.0593,0,11.1873
59,2019-04-25 23:00,11.8,250,1.5,0.6,93.264,0,11.6899
52,2019-04-26 0:00,11.4,250,1.7,0.5,92.794,0,11.0521
42,2019-04-26 1:00,10.6,250,2.2,0.1,93.1616,0,9.7277
38,2019-04-26 2:00,10.1,250,1.8,0,91.4676,0,9.465
35,2019-04-26 3:00,9.5,250,2.4,0,89.3241,0,8.2883
36,2019-04-26 4:00,9.3,250,2.6,0,88.8259,0,7.9122
33,2019-04-26 5:00,8.9,230,1.2,0,89.4996,0,8.7417
34,2019-04-26 6:00,8.8,250,1.6,0,86.5724,0,8.1603
51,2019-04-26 7:00,8.8,250,1.5,0,84.8057,0.01,8.2675
75,2019-04-26 8:00,9.3,270,1.4,0,83.7013,0.2,8.9483
56,2019-04-26 9:00,10,270,1.6,0,79.8585,0.47,9.5358
41,2019-04-26 10:00,10.5,290,1.5,0,75.6585,0.82,10.2068
37,2019-04-26 11:00,11.1,270,1.2,0,68.9112,1.35,11.2114
31,2019-04-26 12:00,11.6,320,0.8,0,65.9331,0.88,12.3102
32,2019-04-26 13:00,11.6,200,0.9,0,68.1309,0.27,12.1577
34,2019-04-26 14:00,11.6,50,0.7,0,67.3983,0.11,12.4797
30,2019-04-26 15:00,11.3,140,1.8,0,76.2229,0.17,10.8524
36,2019-04-26 16:00,11.3,0,0.4,0.2,77.7175,0.22,12.8395
38,2019-04-26 17:00,10.4,20,2.3,0.4,86.4784,0.17,9.4209
50,2019-04-26 18:00,9.6,20,2.1,0.8,88.7259,0.09,8.6322
65,2019-04-26 19:00,9.3,20,4,0.1,84.5554,0.04,7.1281
78,2019-04-26 20:00,9.1,20,2.1,0,88.2995,0,8.0474
82,2019-04-26 21:00,8.8,20,2.5,0,86.5724,0,7.3884
80,2019-04-26 22:00,9,20,2,0,85.4112,0,8.0143
73,2019-04-26 23:00,9,20,1.8,0,82.7966,0,8.1932
64,2019-04-27 0:00,8.8,20,1.8,0,81.2721,0,7.9619
51,2019-04-27 1:00,8,20,2,0,83.9372,0,6.849
50,2019-04-27 2:00,7.5,360,1.2,0,85.8825,0,7.1701
47,2019-04-27 3:00,7,360,0.9,0,86.8749,0,7.0974
47,2019-04-27 4:00,6.6,50,1.2,0,87.2412,0,6.1598
46,2019-04-27 5:00,6.1,50,1.3,0,87.1136,0,5.4526
49,2019-04-27 6:00,5.4,360,0.7,0,92.5554,0,5.7763
52,2019-04-27 7:00,6,70,1.4,0,90.9266,0.36,5.2025
55,2019-04-27 8:00,7.8,20,1.3,0,80.3608,1.12,7.372
58,2019-04-27 9:00,9.6,20,1.5,0,70.3111,1.9,9.1801
54,2019-04-27 10:00,11.3,160,1.2,0,56.0463,2.58,11.436
49,2019-04-27 11:00,12.8,200,1.8,0,48.0646,3.14,12.5866
43,2019-04-27 12:00,14.7,50,2.2,0,43.6757,3.46,14.5396
39,2019-04-27 13:00,16,90,2,0,39.6273,3.54,16.1712
37,2019-04-27 14:00,17.1,20,3.3,0,23.0929,3.4,16.9279
34,2019-04-27 15:00,17.6,50,2.1,0,28.8379,2.78,17.9884
34,2019-04-27 16:00,17.6,360,1.9,0,25.8547,1.49,18.0849
34,2019-04-27 17:00,17.7,20,2.3,0,24.2098,1.24,18.0172
41,2019-04-27 18:00,17.2,340,1.2,0,28.0465,0.69,18.0593
51,2019-04-27 19:00,16.7,50,1.2,0,26.8448,0.17,17.498
57,2019-04-27 20:00,15.1,320,2.1,0,48.9782,0,15.0646
63,2019-04-27 21:00,14.5,360,0.8,0,52.7286,0,15.4745
68,2019-04-27 22:00,14.3,340,1.1,0,49.1174,0,14.9033
66,2019-04-27 23:00,13.9,320,1.5,0,47.8876,0,14.0856
58,2019-04-28 0:00,13,340,1.4,0,56.1257,0,13.1482
49,2019-04-28 1:00,12.3,250,1.5,0,59.4618,0,12.2603
42,2019-04-28 2:00,12.1,250,1,0,54.579,0,12.5728
38,2019-04-28 3:00,12.1,180,1.3,0,55.2878,0,12.227
40,2019-04-28 4:00,11.8,160,1.2,0,65.7909,0,11.9973
37,2019-04-28 5:00,11.6,140,0.8,0,68.1309,0,12.3102
40,2019-04-28 6:00,11.6,0,0.2,0,71.0612,0,13.9055
41,2019-04-28 7:00,11,0,0.3,0,79.2804,0.01,12.8612
46,2019-04-28 8:00,10.3,360,0.9,0,81.467,0.11,10.7276
51,2019-04-28 9:00,10.6,340,1.4,0,74.3727,0.31,10.424
55,2019-04-28 10:00,11.1,360,1.9,0,69.6685,0.5,10.5395
54,2019-04-28 11:00,11.3,270,1,0,70.9919,0.57,11.6863
49,2019-04-28 12:00,12.1,50,1.4,0,63.7936,0.68,12.1266
47,2019-04-28 13:00,14.1,50,1.6,0,58.4657,1.56,14.2352
41,2019-04-28 14:00,15.3,70,1.1,0,54.6841,1.93,16.019
40,2019-04-28 15:00,16.1,20,1.2,0,50.8594,2.63,16.8244
36,2019-04-28 16:00,16.7,270,0.7,0,45.7941,2.33,17.9938
38,2019-04-28 17:00,16.7,160,1.2,0,45.7941,1.14,17.498
46,2019-04-28 18:00,16.2,320,1.1,0,46.732,0.49,17.0231
60,2019-04-28 19:00,15.6,360,1.2,0,49.6892,0.18,16.2631
71,2019-04-28 20:00,15.1,50,1.4,0,53.6428,0,15.5319
83,2019-04-28 21:00,14.5,50,1.2,0,56.365,0,15.0283
80,2019-04-28 22:00,13.3,340,0.7,0,65.5196,0,14.3178
67,2019-04-28 23:00,12.6,0,0.1,0,70.6476,0,15.538
60,2019-04-29 0:00,11.8,0,0.3,0,69.4058,0,13.6795
49,2019-04-29 1:00,11.3,50,0.8,0,73.9811,0,11.9829
44,2019-04-29 2:00,10.3,0,0.3,0,79.071,0,12.1451
40,2019-04-29 3:00,9.8,360,0.7,0,80.1103,0,10.5336
37,2019-04-29 4:00,9.3,360,0.5,0,79.4308,0,10.4598
42,2019-04-29 5:00,9.3,20,0.8,0,79.4308,0,9.8006
48,2019-04-29 6:00,8.8,50,1.2,0,81.2721,0,8.6295
61,2019-04-29 7:00,9.5,20,1.4,0,80.0546,0.28,9.1753
79,2019-04-29 8:00,10.9,360,1.5,0,73.6699,0.69,10.6632
55,2019-04-29 9:00,13.4,360,1.5,0,65.7445,1.51,13.5152
39,2019-04-29 10:00,14.8,50,1.4,0,61.8227,1.44,15.1914
31,2019-04-29 11:00,16.2,360,1.2,0,57.5999,1.52,16.9367
34,2019-04-29 12:00,16,250,1.1,0,57.7898,0.73,16.8
35,2019-04-29 13:00,12.6,180,2,0.3,82.3079,0.38,12.2093
34,2019-04-29 14:00,12.5,160,2.8,0.1,84.9213,0.35,11.6062
37,2019-04-29 15:00,12.1,160,2,0.9,88.6022,0.31,11.6266
35,2019-04-29 16:00,12.1,180,0.9,0.9,87.8934,0.32,12.7077
41,2019-04-29 17:00,12.3,140,0.8,0.8,86.7442,0.22,13.074
52,2019-04-29 18:00,12.3,50,1.5,0.3,88.8429,0.13,12.2603
76,2019-04-29 19:00,12.6,20,1.1,0.1,87.7951,0.08,13.0067
88,2019-04-29 20:00,12.5,50,1.3,0,89.0638,0,12.6786
92,2019-04-29 21:00,12.3,20,1,0,88.8429,0,12.7945
86,2019-04-29 22:00,12.2,50,1.7,0,88.7249,0,11.9731
72,2019-04-29 23:00,12,50,1,0,88.4741,0,12.462
66,2019-04-30 0:00,11.5,50,0.6,0,90.7066,0,12.564
53,2019-04-30 1:00,11.6,50,1.6,0,90.8412,0,11.3697
47,2019-04-30 2:00,11.5,340,1.6,0,91.4441,0,11.2551
45,2019-04-30 3:00,11.6,50,1,0,91.5737,0,12.0187
40,2019-04-30 4:00,11,0,0.4,0,93.002,0,12.5269
38,2019-04-30 5:00,10.6,270,0.5,0,94.7274,0,11.8341
43,2019-04-30 6:00,9.8,340,0.8,0,95.8021,0,10.3462
56,2019-04-30 7:00,9.6,340,1.8,0,97.0963,0.2,8.8869
61,2019-04-30 8:00,11.5,20,0.8,0,96.6062,0.56,12.2011
56,2019-04-30 9:00,13.8,20,1,0,82.447,1.28,14.4568
41,2019-04-30 10:00,16.1,110,1.9,0,74.9219,2.03,16.3436
31,2019-04-30 11:00,17.8,250,1.5,0,68.7363,2.91,18.5347
29,2019-04-30 12:00,19.6,250,1.6,0,63.6063,3.11,20.5393
25,2019-04-30 13:00,20.2,320,1.1,0,61.7057,2.96,21.4858
29,2019-04-30 14:00,21.1,110,1.2,0,58.7744,2.47,22.4374
29,2019-04-30 15:00,21.9,270,1.6,0,50.6331,2.13,23.1755
25,2019-04-30 16:00,22.2,320,1.6,0,52.7052,1.56,23.5194
27,2019-04-30 17:00,22.7,290,1.2,0,52.939,1.21,24.2335
37,2019-04-30 18:00,22.2,290,1.7,0,50.8362,0.84,23.4863
45,2019-04-30 19:00,19.8,290,1.9,0,52.8564,0.25,20.6387
54,2019-04-30 20:00,17.7,270,1.2,0,51.8782,0.01,18.6206
64,2019-04-30 21:00,16.4,320,1.2,0,49.8956,0,17.1612
65,2019-04-30 22:00,15.3,360,0.6,0,53.5329,0,16.6299
67,2019-04-30 23:00,14.6,250,1,0,56.0022,0,15.3433
59,2019-05-01 0:00,14.1,270,0.9,0,56.5998,0,14.5256
46,2019-05-01 1:00,13.8,270,1.2,0,59.6155,0,14.4119
41,2019-05-01 2:00,13.1,250,0.6,0,64.3894,0,14.0029
38,2019-05-01 3:00,12.5,250,1,0,64.2088,0,13.403
35,2019-05-01 4:00,11.9,200,0.8,0,70.3856,0,13.1557
37,2019-05-01 5:00,11.3,0,0,0,76.2229,0,12.8803
38,2019-05-01 6:00,11.5,180,1.3,0,75.9576,0,13.0655
47,2019-05-01 7:00,11.6,270,0.7,0,74.7242,0.18,13.0973
65,2019-05-01 8:00,12.5,200,1.5,0,72.4938,0.74,13.8696
55,2019-05-01 9:00,14.8,230,1.8,0,56.4727,1.62,15.1976
46,2019-05-01 10:00,16.5,160,1.6,0,53.8437,2.28,16.6813
35,2019-05-01 11:00,17.9,270,1.7,0,47.8133,2.75,17.6246
33,2019-05-01 12:00,20.8,270,1.9,0,47.651,3.11,20.3957
30,2019-05-01 13:00,21.1,290,2.8,0,44.7805,2.97,20.4601
29,2019-05-01 14:00,21,320,3.3,0,45.0566,3.12,20.3863
26,2019-05-01 15:00,22.7,270,2.8,0,32.6336,3.04,20.9173
26,2019-05-01 16:00,22.5,290,3.3,0,26.7932,2.54,20.1555
29,2019-05-01 17:00,22,290,2.2,0,35.9463,1.8,20.572
36,2019-05-01 18:00,20.8,320,2.1,0,41.9492,0.99,19.9495
48,2019-05-01 19:00,19.3,290,2.3,0,47.8217,0.29,18.9673
56,2019-05-01 20:00,18.1,270,1.6,0,42.8792,0.01,17.4642
66,2019-05-01 21:00,16.7,230,1.5,0,58.9533,0,17.2056
68,2019-05-01 22:00,15.2,250,1.4,0,61.4094,0,15.8894
63,2019-05-01 23:00,14.1,230,2,0,64.6855,0,15.0044
53,2019-05-02 0:00,12.6,250,2.2,0,71.3335,0,13.9035
43,2019-05-02 1:00,11.8,230,2.2,0,75.1896,0,13.3226
36,2019-05-02 2:00,11.1,230,0.8,0,78.7557,0,12.8191
33,2019-05-02 3:00,10.6,250,1.1,0,80.6357,0,12.42
35,2019-05-02 4:00,9.8,230,0.8,0,84.2397,0,11.8098
33,2019-05-02 5:00,9.6,230,0.6,0,85.3778,0,11.6692
38,2019-05-02 6:00,9.6,200,0.9,0,87.0519,0,11.759
46,2019-05-02 7:00,10.5,230,0.9,0,83.5396,0.31,12.4773
71,2019-05-02 8:00,11.3,270,1.7,0,79.2121,1.01,13.0447
54,2019-05-02 9:00,13.6,250,1.8,0,67.4638,1.82,14.6734
36,2019-05-02 10:00,16.3,250,0.9,0,56.6939,2.55,16.6704
30,2019-05-02 11:00,18.1,270,1.6,0,40.952,3.08,17.3234
27,2019-05-02 12:00,20.3,290,1.8,0,38.6433,3.42,19.2112
24,2019-05-02 13:00,22.5,340,2.2,0,27.8943,3.5,20.2686
26,2019-05-02 14:00,23,230,1.8,0,22.7877,3.48,20.1669
21,2019-05-02 15:00,23.9,270,1.9,0,19.8964,3.18,20.6117
18,2019-05-02 16:00,24.7,270,2,0,19.9283,2.6,21.316
22,2019-05-02 17:00,24.2,270,3.2,0,18.8784,1.87,20.7421
27,2019-05-02 18:00,23.3,290,3.1,0,17.133,1.13,19.7334
44,2019-05-02 19:00,21.8,290,2,0,19.9177,0.31,18.7815
52,2019-05-02 20:00,20.2,270,1.9,0,24.0906,0.01,17.8229
58,2019-05-02 21:00,17.8,250,1.9,0,30.9313,0,16.2769
63,2019-05-02 22:00,16.7,200,1.8,0,32.6348,0,15.4068
60,2019-05-02 23:00,15.6,250,1.2,0,36.7022,0,14.6884
47,2019-05-03 0:00,14.3,250,1.5,0,42.9777,0,13.8877
44,2019-05-03 1:00,13,250,0.9,0,48.1078,0,12.9682
35,2019-05-03 2:00,12.6,250,0.9,0,51.4424,0,12.7786
33,2019-05-03 3:00,11.9,160,1.1,0,53.1483,0,12.2031
31,2019-05-03 4:00,10.6,0,0.3,0,63.4125,0,11.4973
30,2019-05-03 5:00,10.5,0,0.2,0,63.0487,0,11.3803
30,2019-05-03 6:00,9.3,340,0.8,0,67.4735,0,10.4335
48,2019-05-03 7:00,11.1,0,0.4,0,61.3385,0.36,11.875
70,2019-05-03 8:00,12.6,340,0.8,0,59.6732,1.08,13.2452
48,2019-05-03 9:00,15.3,340,1.3,0,50.6548,1.79,15.3202
35,2019-05-03 10:00,17.5,270,0.8,0,40.0284,2.42,16.6925
28,2019-05-03 11:00,20.5,290,1.5,0,29.8712,3.09,18.6425
25,2019-05-03 12:00,22.7,250,0.8,0,26.8321,3.43,20.3401
23,2019-05-03 13:00,25.2,250,0.9,0,24.9576,3.58,22.3841
23,2019-05-03 14:00,27.1,250,1.5,0,21.746,3.41,23.676
19,2019-05-03 15:00,28.3,340,1.2,0,15.8535,3.08,23.8438
23,2019-05-03 16:00,28.2,290,2.7,0,15.9462,2.5,23.773
22,2019-05-03 17:00,27.7,290,2.5,0,18.841,1.75,23.7923
25,2019-05-03 18:00,25.7,290,1.7,0,27.8602,0.97,23.1738
38,2019-05-03 19:00,24.2,290,1.2,0,32.7888,0.31,22.3197
51,2019-05-03 20:00,22.8,270,0.9,0,27.0301,0,20.451
50,2019-05-03 21:00,21.2,230,0.6,0,27.0215,0,19.0066
52,2019-05-03 22:00,20.2,270,1.3,0,30.8528,0,18.4574
